id,PaginaWeb,Ciudad,Fecha_Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Caracteristicas_generales,Servicios,Amenidades,Exteriores,__origen_archivo,__fuente_periodo,Colonia,longitud,latitud,Banos_totales,missing_area_m2,zero_area_m2,missing_precio,zero_precio,missing_mantenimiento,zero_mantenimiento,missing_recamaras,missing_estacionamientos,missing_area_total,zero_area_total,missing_area_cubierta,zero_area_cubierta,missing_banos_icon,missing_medio_banos_icon,missing_estacionamientos_icon,missing_recamaras_icon,missing_Banos_totales,missing_tiempo_publicacion
Terr-011M-510_00-00-00_Viter-10347-20710,Inm24,Desconocido,01/04/2025,Terreno / Lote,510.0,,,Ven,11231000.0,,"Fracc. Los SueÃ±os. Zapopan Jal.,  Fraccionamiento Los SueÃ±os, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.710802300000000,-103.472649799999999&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GFVNVKs5xOOXEXVPbwO1DjIMF-8=&channel=rpfic-i24","Terreno en Venta en Fracc. Los SueÃ±os Residencia, Zapopan Jal.","Â¡MagnÃ­fico terreno panorÃ¡mico en venta! en el hermoso fraccionamiento âLos SueÃ±os Residencialâ prÃ¡cticamentecolindante con el bosque de âLa Primaveraâ.El terreno en la secciÃ³n â4â, erfecto para construir una lujosa residencia con una envidiable vista panorÃ¡mica haciael bosque de âLa Primaveraâ el cual se observa desde la parte posterior del predio.El fraccionamiento cuenta con urbanizaciÃ³n de lujo y amenidades increÃ­bles, un arbolado parque con lago y cascada, zona de canchas deportivas: bÃ¡squetbol, fÃºtbol, pÃ¡del, mini golf, pista âpump trackâ para bicis, casa club con alberca, gimnasio, 2 canchas de tenis y salÃ³n social, ademÃ¡s de rigurosos sistemas de seguridad para la tranquilidad de sus residentes.Observaciones:* El uso de la casa club no estÃ¡ incluido en la cuota de mantenimiento del fraccionamiento, esta se paga aparte.Amenidades de Los SueÃ±os Residencial:* Casa club con alberca, 2 canchas de tenis, gimnasio y salÃ³n social (con cuota adicional)* Zona de canchas deportivas con bÃ¡squetbol, fÃºtbol, pÃ¡del, mini golf, pump track* Hermosas Ã¡reas verdesSeguridad:* Ingreso controlado* Barda perimetral* Circuito cerrado* Vigilancia 24/7Muy cerca de todo:* Plaza GalerÃ­as y Costco a 17 minutos* Andares a 20 minutos.* Ciudad Judicial a 7 minutos* Planta Flex Norte (Av. AviaciÃ³n y Sta. Margarita) a 15 minutos* Guadalajara Technology Park a 7 minutos* Intel Guadalajara Design Center a 10 minutos* Estadio Akron (Chivas) a 7 minutos* Hospital Real San JosÃ© Valle Real a 15 minutos* Colegio Franco Mexicano a 7 minutos* Instituto de Ciencias a 12 minutos* TEC de Monterrey a 15 minutos* Universidad Panamericana a 12 minutosVias de acceso: Carr. Guadalajara / Nogales 2701 (ProlongaciÃ³n Av. Vallarta, Periferico Pte.)",Viterra Grupo Inmobiliario,VLA6780730,145734342,,510.0,510.0,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.47265,20.710802,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1
Terr-001M-1218_00-00-00_CREAL-10341-20784,Inm24,Desconocido,01/04/2025,Terreno / Lote,12187.0,,,Ven,1350000.0,,"rio blanco ,  Copalita, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.784182800000000,-103.417224300000000&zoom=16&markers=20.784182800000000,-103.417224300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=C4Bt2_U1-n0KkoP2F7rFxeY_FWA=&channel=rpfic-i24",Terreno en Venta Dentro de Coto en Zapopan Jalisco (Capital Norte),"TERRENO EN VENTA DENTRO DE COTO EN ZAPOPAN JALISCO (CAPITAL NORTE ) $1,350,000 Superficie: 121.87m2 6.5 x 18.75 Amenidades : Coto con seguridad y caseta de acceso controlado las 24 horas Ãrea infantil Ãrea con alberca Gimnasio Terraza para eventos UBICACIÃN: Coto Alva cinco lote 108",CREALTOR VANGUARDIA GDL,5TKT7P,145556335,,12187.0,,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.417224,20.784183,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-001M-2942_00-00-00_GPMBI-10337-20813,Inm24,Desconocido,01/04/2025,Terreno / Lote,2942.0,,,Ven,1765219.0,,"Juan vera San Esteban,  Pueblo San Esteban, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.813807761886462,-103.375811450787350&zoom=16&markers=20.813807761886462,-103.375811450787350&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bZ_qQpsqM5VOHK26yWhYFlEaDNg=&channel=rpfic-i24",Gpm Terreno Venta San Esteban Fraccion Los Limones Zapopan,"*** GPM TERRENO EN VENTA SAN ESTEBAN JALISCO *** GRAN OPORTUNIDAD ATENCIÃN INVERSIONISTAS Superficie: 2,942.032 metros cuadrados. $600.00 m2 $1Â´765,219.00 DOMICILIO: FracciÃ³n 1, Agua Prieta, San Esteban, Zapopan, Jalisco. ZONA: San Miguel Tateposco. TITULO DE PROPIEDAD Terreno accidentado, con Ã¡rboles frutales (en la zona se siembra nopal, limÃ³n y cebolla). Servicios: luz y agua a pie del camino ESTAMOS A SUS ORDENES Horarios de atenciÃ³n Lunes a Viernes de 9:30 am a 6:30 pm. SÃ¡bados de 9:30 am a 2:00 pm. Ver datos 83 Ver datos 95 Ver datos 64 Saludos cordiales",GPM BIENES RAICES,San Esteban,141600035,,2942.0,,,,,,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.375811,20.813808,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-021M-640_04-06-06_COLLH-10347-20735,Inm24,Desconocido,01/04/2025,Terreno / Lote,640.0,4.0,6.0,Ven,21000000.0,,"Arauca RIO Magdalena,  Zapopan, Jalisco","https://maps.google.com/maps/api/staticmap?center=20.735485634199999,-103.474130630499999&zoom=16&markers=20.735485634199999,-103.474130630499999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=T0PSDKyrebPHC2ATtIR3FsStlhU=&channel=rpfic-i24",Casa Venta Arauca 1,"PRECIOSA CASA EN ARAUCA UNO, CON RECÃMARA EN PLANTA BAJA CON BAÃO COMPLETO, PARTE TRASERA COLINDA CON ANDADOR, 3 RECÃMARAS CON BAÃO Y VESTIDOR, ESTUDIO, SALA DE TV, RIEGO POR ASPERSIÃN, AIRES ACONDICIONADOS, CUARTO DE SERVICIO CON BAÃO COMPLETO WIG: p2a4E81",COLLHER INMOBILIARIA,I24-M-65587843,143809794,,640.0,640.0,6.0,6.0,4.0,1.0,,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.474131,20.735486,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Terr-003M-156_00-00-00_GPINM-10347-20730,Inm24,Desconocido,01/04/2025,Terreno / Lote,156.0,,,Ven,3967626.0,,"Paseo Altanza #2132 esquina con Paseo del Anochcer,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.730569800000000,-103.474273600000000&zoom=16&markers=20.730569800000000,-103.474273600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=oVXlazljpYK8AChu16hLXOcKJXY=&channel=rpfic-i24",2 Terrenos en Venta en Coto Altanza,"2 Terrenos en venta en coto Altanza, orientaciÃ³n sur-norte, los terrenos se venden separados o juntos, uno de ellos estÃ¡ en esquina. El precio de la publicaciÃ³n corresponde al terreno 217, precio por metro cuadrado $26,000.00 Terreno 217 - 152.601 m2 Terreno 218- 168.633 m2 este terreno estÃ¡ en esquina El condominio cuenta con casa Club con alberca, gym, terraza abierta y terraza cerrada con muebles, Ã¡reas verdes y juegos para niÃ±os, vigilancia 24/ 7. NOTA: Precios sujetos a cambios sin previo aviso. APF",GP INMOBILIARIA,5S3J3O,144278214,,156.0,,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.474274,20.73057,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-005M-238_00-00-00_INVER-10348-20727,Inm24,Desconocido,01/04/2025,Terreno / Lote,238.0,,,Ven,5229720.0,,"Coto Acacia en PARQUES VALLARTA,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.727476810644934,-103.481163510620100&zoom=16&markers=20.727476810644934,-103.481163510620100&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Xdh4B7upIDmZoA5hEgKd5jXlS-I=&channel=rpfic-i24",Terreno Residencial en Venta en Parques Vallarta Coto Acacia,"Terreno residencial en venta en Parques Vallarta, coto Acacia, con vigilancia 24/7, excelente ubicaciÃ³n. Se puede hacer un bonito proyecto, ya que esta en esquina, no barda perimetral, es uno de los mas grandes del coto, ubicado a una cuadra de la casa club, la cual cuenta con alberca, terraza, juegos infantiles y Ã¡reas verdes. Terreno con superficie de 238.8 m2 con orientaciÃ³n SUR-NORTE El Fraccionamiento tiene un parque central con Ã¡reas verdes para disfrutar de la naturaleza. Precio y disponibilidad sujetos a cambios sin previo aviso.",INVERCLASS GRUPO INMOBILIARIO,3AE9D0,81386490,,238.0,,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.481164,20.727477,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-002M-200_00-00-00_ZMGIn-10348-20532,Inm24,Desconocido,01/04/2025,Terreno / Lote,200.0,,,Ven,2000000.0,,"Calle paseo Fortin en el fraccionamiento Casa Fuerte fracciÃ³n C 30,  El FortÃ­n, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.532589000000000,-103.481632100000000&zoom=16&markers=20.532589000000000,-103.481632100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gzxw6eZLTHdRPbNbePFQFbJYi30=&channel=rpfic-i24",Se Vende Terreno en Coto El FortÃ­n (Casa Fuerte),"Descubre este exclusivo terreno de 200 mÂ² en un condominio con acceso a ambos sentidos de LÃ³pez Mateos, con solo 50 unidades habitacionales rodeado de naturaleza y tranquilidad. Ubicado a metros de Avenida LÃ³pez Mateos y cerca de la plaza GalerÃ­as Santa Anita, este espacio ofrece una combinaciÃ³n perfecta de comodidad y accesibilidad. CaracterÃ­sticas destacadas: - Seguridad y tranquilidad: Caseta de entrada y salidas 24 horas, controlado. - Espacios verdes: Disfruta de amplias Ã¡reas verdes y un hermoso jardÃ­n, ideales para relajarte y disfrutar de la naturaleza. - Comodidad para todos: Se aceptan mascotas, haciendo de este lugar un hogar perfecto para toda la familia. - Acceso controlado. Este terreno es la opciÃ³n ideal para quienes buscan un entorno seguro y natural. *PRECIO SUJETO A CAMBIO SIN PREVIO AVISO*",ZMG Inmobiliaria,EB-SJ3191,145758070,,200.0,,,,,,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.481632,20.532589,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-130M-4744_00-00-00_jorge-10353-20732,Inm24,Desconocido,01/04/2025,Terreno / Lote,47442.0,,,Ven,130000000.0,,"La Venta del Astillero,  La Venta del Astillero, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.732061961434496,-103.530082730566380&zoom=16&markers=20.732061961434496,-103.530082730566380&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=XTrKFOGOesm59BARuwIheKVLmQo=&channel=rpfic-i24","Venta / Renta de Terreno en La Venta del Astillero Zapopan Jalisco $130,000,000","DESCRIPCIÃN: 40,748 mts2. $3,190 por m2 a la venta. $37.38 $ por m2 a la renta. Proyecto adecuado al uso. AntigÃ¼edad de 20 aÃ±os. Pozo profundo. A 10 minutos de los parques industriales en Venta del Astillero. UbicaciÃ³n estratÃ©gica entre Guadalajara y Tala Jalisco. Con potencial de incorporaciÃ³n de excedente de 3,542 mts 2. Cuenta con escritura pÃºblica. Inmueble a pie de carretera. Uso de suelo: Industria ligera, comercial y de servicios. Drenaje: Sistema mixto de recolecciÃ³n de aguas negras y pluviales por medio de fosa sÃ©ptica. Equipamiento urbano: En un radio de 6 km aprox. cuenta con: iglesias, parques y escuelas de primaria y secundaria, comercios, servicio de transporte forÃ¡neo, sin recolecciÃ³n de desechos sÃ³lidos. UBICACIÃN: Carr. Guadalajara - Tepic 4897, Ver datos Bosque La Primavera, Jalisco. A 15 minutos del Technology Park. CONTÃCTANOS: Ver datos Ver datos",jorge alberto cruz hernandez,5RPJGJ,144062599,,47442.0,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.530083,20.732062,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-013M-1573_00-00-00_Remax-10344-20871,Inm24,Desconocido,01/04/2025,Terreno / Lote,15733.0,,,Ven,13500000.0,,"Camino Real,  Fraccionamiento Hacienda Copala, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.871937571695337,-103.440056924914560&zoom=16&markers=20.871937571695337,-103.440056924914560&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=IVo7TeuZySkxaO4Ef9_y0PNOFEw=&channel=rpfic-i24",Terreno en Venta en El Taray,"Excelente terreno rÃºstico muy bien ubicado, a pie de carretera y en esquina, frente a Carretera a ColotlÃ¡n y Calle Camino Real, a 10 km de Carretera a TesistÃ¡n, ideal para casa de campo, comercio, bodega o fraccionamiento, a menos de una hora de la ZMG, cercano a la Col. Mirador del Bosque y Hacienda Montichello. Cuenta con una construcciÃ³n rÃºstica de 100m2, distribuÃ­dos en una casa y un cuarto de mÃ¡quinas. Haz tu cita para conocerlo.",Remax Essence,5T1I65,145033385,,15733.0,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.440057,20.871938,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-003M-165_00-00-00_ARANI-10347-20726,Inm24,Desconocido,01/04/2025,Terreno / Lote,165.0,,,Ven,3300000.0,,"AV. DE LA PRIMAVERA 1745,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.726045800000000,-103.479506000000000&zoom=16&markers=20.726045800000000,-103.479506000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fbVSig_0Ont39rCOtbjmiwIXUQw=&channel=rpfic-i24",Parques Vallarta Terreno en Venta,"PARQUES VALLARTA TERRENO EN VENTA Terreno en Venta Precio $3,300,000 MN Precio por metro $20,000 MN UbicaciÃ³n Estado Jalisco Municipio Zapopan C.P. Ver datos Colonia Parques Vallarta Av. de la Primavera #1745 Lote 205 Manzana 2 Superficies Terreno 165 mt2 Frente 8.25 m Fondo 20 m CaracterÃ­sticas Superficie Plana Zona Habitacional Uso de Suelo Habitacional Detalles Adicionales: Terreno para Construir, dentro de Coto con Seguridad y Amenidades. Todos los Servicios Agua, Luz. Libre de Gravamen. Vialidades: PerifÃ©ricos, Av. Vallarta. INFORMES A LOS TELÃFONOS: Ver datos Ver datos",ARAN Inmobiliaria,5Q22JN,142616393,,165.0,,,,,,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.479506,20.726046,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-003M-165_00-00-00_ANAMA-10347-20724,Inm24,Desconocido,01/04/2025,Terreno / Lote,165.0,,,Ven,3506250.0,1150.0,"Paseo del Norte 3735,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.724078799999997,-103.479176660729980&zoom=16&markers=20.724078799999997,-103.479176660729980&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CdsOQQEadxKrlTug4uDvUDK4bgE=&channel=rpfic-i24",Terrenos Coto Nogal 3 Minutos Av Vallarta,Gran oportunidad de InversiÃ³n Seguridad 24/7 Parque lineal Cancha de padel Area de juegos infantiles Alberca con calentador solar Terraza Pista de jogging Estacionamiento para visitas Terrenos de 165m2 Magnifica orientaciÃ³n RÃ©gimen de condominio CCTV 15% de descuento en pago de contado a 30 dÃ­as 10% de descuento en pago de contado a 90 dÃ­as Planes de financiamiento,ANA MARIA MARTIN MALDONADO,5RFQD2,143798792,,165.0,,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.479177,20.724079,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-001M-100_00-01-00_JUCAL-10344-20932,Inm24,Desconocido,01/04/2025,Terreno / Lote,100.0,,,Ven,1000000.0,,"Carretera a ColotlÃ¡n kilÃ³metro 14,  Valle de los Molinos, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.932027545434693,-103.441955923735150&zoom=16&markers=20.932027545434693,-103.441955923735150&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=eeLSsOjq4VlRheV3JRmcE6RxZ7g=&channel=rpfic-i24","Se Vende Terreno Ejido Milpillas, Carretera a ColotlÃ¡n.","Se vende excelente terreno para casa de campo en Ejido Milpillas totalmente bardeado, con terraza, aljibe y baÃ±o. El terreno se encuentra muy cerca de la carretera en un entorno seguro y confortable. Si quieres tener una casa de descanso esta es tu oportunidad!!",JUCALI GRUPO INMOBILIARIO,5QJ2G5,143075285,,400.0,100.0,1.0,,,,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.441956,20.932028,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
Terr-012K-540_00-00-00_LICDA-10346-20703,Inm24,Desconocido,01/04/2025,Terreno / Lote,540.0,,,Ven,12000.0,5900.0,"camino arenero,  El BajÃ­o, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.703561700000000,-103.468749300000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gL_iBVVXGdWHab7y4cUOMTNXVSs=&channel=rpfic-i24","Venta de Terreno con Alberca, Terraza y Jardines en Club Hipico El Bajio","MAYORES INFORMES AL 3 3 3 1 8 1 8 7 8 8 CON DINORAH SERNA. PRECIO DE $12,000.00 M.N. POR METRO CUADRADO CONSTRUYA SU HOGAR EN ESTE TERRENO PRIVILEGIADO LOCALIZADO DENTRO DEL FRACCIONAMIENTO CLUB HÃPICO EL BAJÃO QUE TIENE TAN SOLO 24 CASAS Y CON CASETA DE VIGILANCIA 24/7 Y AL INTERIOR DE UNA HERMOSA PROPIEDAD PRIVADA CON ALBERCA Y SALA/TERRAZA SOCIAL Y HERMOSO JARDIN. EL TOTAL DEL TERRENO: 3,750M2 SUBDIVIDIDO EN TRES FRACCIONES DE LAS CUALES YA SOLO CONTAMOS CON 1 DISPONIBLE. ----VENDIDO----â¢ TERRENO 1: AREA TOTAL DE 1,580 M2 CONTIENE UNA CASA HABITACION DE 350 M2PARA REACONDICIONAR DE 2 NIVELES CON 4 RECAMARAS, 4.5 BAÃOS Y CUARTO DE SERVICIO. â¢ TERRENO 2 --DISPONIBLE--: 1,170 M2 CUENTA CON ALBERCA, TERRAZA DE DOBLE ALTURA PARA EVENTOS Y CONVIVENCIA SOCIAL, COCHERA PARA 5 AUTOS Y UNA CASA DE 200 M2 APROXIMADAMENTE. â¢ TERRENO 3 --APARTADO--: 1,000 M2 JARDIN Y BODEGA ESTOS TERRENOS CUENTAN CON JARDIN Y LA SUBDIVISIÃN ESTA BASADA EN LA CONSERVACION DE LOS ARBOLES MAYORES Y EN BASE AL REGLAMENTO DE ASAMBLEA DEL FRACCIONAMIENTO. TODA LA DOCUMENTACIÃN EN ORDEN. LLÃMENOS PARA QUE LOS CONOZCA AL 3 3 3 1 8 1 8 7 8 8 CON DINORAH SERNA",LIC. DANIELA BARAJAS,VM150224,143018455,,3741.0,540.0,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.468749,20.703562,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
Terr-003M-144_00-00-00_EJEIN-10347-20729,Inm24,Desconocido,01/04/2025,Terreno / Lote,144.0,,,Ven,3560000.0,1100.0,"Avenida Paseo Altanza 2132, Solares, Zapopan,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.729112900000000,-103.474714100000000&zoom=16&markers=20.729112900000000,-103.474714100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=skkzdHOLPzI8z1SNjA-QBUu8GgA=&channel=rpfic-i24",Solares Altanza Muy Cerca Tec E Instituto de Ciencias,"SOARÃ ALTANZA A unos metros del lago panorÃ¡mico Solares 1 km de distancia del Instituto de Ciencias (sÃ³lo rodear el Lago Solares) A 3km del TEC de Monterrey Fraccionamiento consolidado al Poniente de la Ciudad Casa Club con alberca, salÃ³n de eventos, gimnasio. Ãreas verdes, juegos infantiles. Terreno de 147 metros frente a parque 8 mts de frente x 18 mts de fondo AÃ±o de mantenimiento pagado Previa cita Ver datos",EJE INMOBILIARIO,5QJ0NE,143073704,,144.0,,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.474714,20.729113,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-002M-165_00-00-00_MAGNA-10348-20725,Inm24,Desconocido,01/04/2025,Terreno / Lote,165.0,,,Ven,2970000.0,1897.0,"Av. De La Primavera 1818,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.725213475401286,-103.480090170044700&zoom=16&markers=20.725213475401286,-103.480090170044700&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CPZ2K8xNJzsenRZNJzEJbOga154=&channel=rpfic-i24",Venta Terreno en Coto Parques Vallarta,"Â¡NO PIERDAS TIEMPO EN FALSOS ANUNCIOS! Te confirmamos DISPONIBILIDAD EN VENTA de este TERRENO DENTRO DE COTO, en Parques Vallarta al Norte de Zapopan, la zona de mayor crecimiento a escasos metros del instituto de ciencias, fraccionamiento que te ofrece un hÃ¡bitat Ãºnico con amplias Ã¡reas verdes, alberca, salÃ³n de eventos, ademas de seguridad y acceso controlado 24/7. El lote cuenta con 165 mt2 privativos (8,25 mt2 frente x 20 mts fondo), formidable orientaciÃ³n NORTE SUR, en urbanismo con instalaciones ocultas. LIBRE DE GRAVAMEN. Â¡CONÃCELO! Previa Cita.",MAGNA 7,5SSPPI,144959268,,165.0,165.0,,,,,0,Desconocido,Seguridad privada,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.48009,20.725213,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
Terr-003M-165_00-00-00_RUGAI-10348-20728,Inm24,Desconocido,01/04/2025,Terreno / Lote,165.0,,,Ven,3180000.0,,"coto acacia,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.728187735399998,-103.481151931100001&zoom=16&markers=20.728187735399998,-103.481151931100001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Jx9Jc5CAtiAsXqxjQR6mqjpAlA4=&channel=rpfic-i24",Terreno en Venta en Parques Vallarta Coto Acacia,"Â¡Hola! Te presento un terreno en venta que es simplemente espectacular. Con 165 mÂ², este espacio es ideal para construir la casa de tus sueÃ±os. AquÃ­ tienes lo que lo hace destacar: - Seguridad y tranquilidad: Caseta de guardia y circuito cerrado, para que te sientas seguro en todo momento. - Espacios para disfrutar: Una hermosa terraza y un jardÃ­n que te invitan a relajarte y disfrutar del aire libre. - ConexiÃ³n social: La terraza es perfecta para reuniones con amigos y familiares, mientras que el jardÃ­n ofrece un espacio verde que resalta la naturaleza. Este terreno no solo te ofrece un lugar para vivir, sino un estilo de vida. La combinaciÃ³n de seguridad, espacios al aire libre y la posibilidad de personalizar tu hogar lo hacen una opciÃ³n Ãºnica. Â¡No dejes pasar esta oportunidad! WIG: p3eVZbY",RUGA Inmobiliaria,600A1B,145809041,,165.0,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.481152,20.728188,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
Terr-002M-252_00-00-00_Activ-10349-20607,Inm24,Desconocido,01/04/2025,Terreno / Lote,252.0,,,Ven,2950000.0,,"Avenida Paseo de la Primavera 740 83F,  EcolÃ³gica Seattle, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.607299499999999,-103.492079300000000&zoom=16&markers=20.607299499999999,-103.492079300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6QY2b2T64a61tcYBLceszcW9yQc=&channel=rpfic-i24","Terreno en Venta en Los Robles Residencial, Coto Acacias #83f","Disfruta de vivir en un fraccionamiento seguro y rodeado de naturaleza. Terreno en venta en coto Acacias ubicado en Fraccionamiento los Robles. Cuenta con 252mt2, con vista norte-sur al Bosque de la Primavera. WIG: p3KQlaa",Activo Inmobiliario,5TAFNT,145274219,,252.0,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Zap_Ven_Terr_Abr25_01.csv,sep-25,,-103.492079,20.607299,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
