Ciudad,Colonia,operacion,tipo_propiedad,n_propiedades,precio_min,precio_mediana,precio_media,precio_max,precio_std,precio_iqr,precio_skew_aprox,area_m2_min,area_m2_mediana,area_m2_media,area_m2_max,area_m2_std,area_m2_iqr,area_m2_skew_aprox,PxM2_min,PxM2_mediana,PxM2_media,PxM2_max,PxM2_std,PxM2_iqr,PxM2_skew_aprox,precio_rango,area_m2_rango,recamaras_min,recamaras_media,recamaras_max,estacionamientos_min,estacionamientos_media,estacionamientos_max,mantenimiento_media,clasificacion_mercado,precio_metodo,precio_representativo,area_m2_metodo,area_m2_representativo,PxM2_metodo,PxM2_representativo
Zap,Hacienda Copala,Ven,Dep,4,635000.0,725000.0,721250.0,800000.0,61071.16750153054,78750.0,-0.053177225801524244,47.0,47.0,51.25,64.0,7.361215932167728,4.25,0.49999999994117644,11718.75,14202.127659574468,14286.070478723403,17021.27659574468,1939.2585446202722,2362.865691489362,0.03748680857944237,165000.0,17.0,2.0,2.25,3.0,1.0,1.0,1.0,300.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda de Las Lomas,Ven,Dep,12,5890000.0,7583691.0,8008803.583333333,13200000.0,1953238.5440828546,2206304.25,0.20837921326336112,90.0,120.0,134.41666666666666,220.0,39.898743366454816,47.25,0.34594842607067045,48295.454545454544,61501.19466666666,60853.69980897728,74774.77477477478,7065.342716468428,7757.362155388473,-0.08774225876397815,7310000.0,130.0,2.0,2.25,3.0,2.0,2.1666666666666665,3.0,2950.0,Premium,mediana_IQR,8008803.583333333,mediana_IQR,134.41666666666666,mediana_IQR,60853.69980897728
Zap,Hacienda del Sol,Ven,Cas,1,3995000.0,3995000.0,3995000.0,3995000.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,33291.666666666664,33291.666666666664,33291.666666666664,33291.666666666664,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Sol,Ven,Local comercial,2,10990000.0,10990000.0,10990000.0,10990000.0,0.0,0.0,0.0,399.0,426.5,426.5,454.0,27.5,27.5,0.0,24207.04845814978,25875.45405363629,25875.45405363629,27543.859649122805,1668.4055954865125,1668.4055954865144,0.0,0.0,55.0,5.0,5.5,6.0,,,,1.0,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Sol,Ven,Terreno / Lote,1,4390000.0,4390000.0,4390000.0,4390000.0,0.0,0.0,0.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,53536.58536585366,53536.58536585366,53536.58536585366,53536.58536585366,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Tepeyac,Ven,Cas,3,2390000.0,3800000.0,3563333.3333333335,4500000.0,877509.1009341284,1055000.0,-0.2202114188299462,62.0,125.0,107.33333333333333,135.0,32.31442746239244,36.5,-0.4463880087662471,28148.14814814815,36000.0,34232.178414974114,38548.3870967742,4426.069544151043,5200.119474313025,-0.3261178491357082,2110000.0,73.0,3.0,3.0,3.0,1.0,1.3333333333333333,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Tepeyac,Ven,Dep,2,2820000.0,3593000.0,3593000.0,4366000.0,773000.0,773000.0,0.0,70.0,82.5,82.5,95.0,12.5,12.5,0.0,40285.71428571428,43121.8045112782,43121.8045112782,45957.89473684211,2836.090225563912,2836.0902255639157,0.0,1546000.0,25.0,3.0,3.0,3.0,1.0,1.0,1.0,700.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Valle,Ven,Cas,2,1600000.0,1975000.0,1975000.0,2350000.0,375000.0,375000.0,0.0,62.0,64.0,64.0,66.0,2.0,2.0,0.0,24242.424242424244,31072.82502443793,31072.82502443793,37903.22580645161,6830.400782013685,6830.400782013683,0.0,750000.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hacienda del Valle,Ven,Dep,1,1300000.0,1300000.0,1300000.0,1300000.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,21666.666666666668,21666.666666666668,21666.666666666668,21666.666666666668,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Haciendas La Herradura,Ven,Cas,2,7950000.0,8370000.0,8370000.0,8790000.0,420000.0,420000.0,0.0,526.0,1263.0,1263.0,2000.0,737.0,737.0,0.0,4395.0,9754.534220532321,9754.534220532321,15114.06844106464,5359.53422053232,5359.5342205323195,0.0,840000.0,1474.0,3.0,3.5,4.0,6.0,7.0,8.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Haciendas de Nuevo México,Ven,Cas,1,4899000.0,4899000.0,4899000.0,4899000.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,24495.0,24495.0,24495.0,24495.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,1300.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Hogares de Nuevo México,Ven,Cas,5,1985000.0,5400000.0,6165000.0,12500000.0,3455335.005466185,1040000.0,0.19802328863409874,122.0,200.0,313.0,600.0,181.82629072826626,259.0,0.5558617083243462,11973.39246119734,20833.33333333333,20961.69351956187,29950.0,6431.658943857068,9510.758196721312,0.01785057973483822,10515000.0,478.0,2.0,3.8,6.0,2.0,4.5,8.0,1200.0,Medio,mediana_rango,6165000.0,mediana_rango,313.0,mediana_rango,20961.69351956187
Zap,Hogares del Batan,Ven,Cas,1,7733000.0,7733000.0,7733000.0,7733000.0,0.0,0.0,0.0,328.0,328.0,328.0,328.0,0.0,0.0,0.0,23576.219512195123,23576.219512195123,23576.219512195123,23576.219512195123,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Industrial Zapopan Norte,Ven,Cas,2,3749000.0,3824500.0,3824500.0,3900000.0,75500.0,75500.0,0.0,135.0,162.5,162.5,190.0,27.5,27.5,0.0,19731.57894736842,24310.233918128655,24310.233918128655,28888.88888888889,4578.654970760235,4578.654970760232,0.0,151000.0,55.0,3.0,3.5,4.0,2.0,2.0,2.0,600.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Indígena de Mezquitán,Ven,Cas,4,2150000.0,2400000.0,2862500.0,4500000.0,967196.3347738659,962500.0,0.4141214506814167,150.0,199.5,274.5,549.0,159.76623548171872,100.5,0.406543379379512,8196.72131147541,12033.291457286432,11649.159389845403,14333.333333333334,2382.9030227351022,3459.090191394129,-0.13960623896066493,2350000.0,399.0,4.0,4.75,5.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Infonavit El Garabato,Ven,Dep,1,2500000.0,2500000.0,2500000.0,2500000.0,0.0,0.0,0.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,32051.28205128205,32051.28205128205,32051.28205128205,32051.28205128205,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1100.0,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Ixcatán,Ven,Terreno / Lote,1,2900000.0,2900000.0,2900000.0,2900000.0,0.0,0.0,0.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,41428.57142857143,41428.57142857143,41428.57142857143,41428.57142857143,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jacarandas,Ven,Cas,5,10900000.0,22500000.0,29160000.0,79000000.0,25454241.2968841,11600000.0,0.2340232821156069,242.0,490.0,499.2,991.0,273.74835159321054,287.0,0.030059469250796462,42452.83018867925,45041.32231404959,51597.188808376624,79717.45711402624,14107.028413136715,1062.4002687494722,0.4156612634047437,68100000.0,749.0,3.0,3.2,4.0,2.0,4.2,6.0,,Económico,mediana_rango,29160000.0,mediana_rango,499.2,mediana_rango,51597.188808376624
Zap,Jacarandas,Ven,Dep,1,4500000.0,4500000.0,4500000.0,4500000.0,0.0,0.0,0.0,124.0,124.0,124.0,124.0,0.0,0.0,0.0,36290.32258064516,36290.32258064516,36290.32258064516,36290.32258064516,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,800.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jacarandas,Ven,Ofc,1,9766369.0,9766369.0,9766369.0,9766369.0,0.0,0.0,0.0,169.0,169.0,169.0,169.0,0.0,0.0,0.0,57789.16568047337,57789.16568047337,57789.16568047337,57789.16568047337,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines Seattle,Ven,Dep,1,1999999.0,1999999.0,1999999.0,1999999.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,25316.443037974685,25316.443037974685,25316.443037974685,25316.443037974685,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines Tepeyac,Ven,Cas,1,6990000.0,6990000.0,6990000.0,6990000.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,36406.25,36406.25,36406.25,36406.25,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines Tepeyac,Ven,Dep,4,2100000.0,4575000.0,4075000.0,5050000.0,1157853.617690941,850000.0,-0.37397879600338263,58.0,91.0,90.0,120.0,22.847319317591726,29.0,-0.03790490217750839,36206.89655172414,44625.0,45083.736333052984,54878.04878048781,7813.1134777994375,13480.288057190912,0.05084750390373857,2950000.0,62.0,2.0,2.25,3.0,1.0,1.5,3.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines Universidad,Ven,Cas,6,7900000.0,11232500.0,11517500.0,17890000.0,3188873.5602612616,2408750.0,0.08158624351152965,227.0,361.0,351.5,450.0,75.38733315352123,103.0,-0.11503621980365875,25500.0,32416.25615763547,32878.75387962244,42595.23809523809,5324.023031173804,4807.364013997787,0.07930107040099275,9990000.0,223.0,3.0,3.6666666666666665,4.0,2.0,2.8,5.0,,Económico,mediana_rango,11517500.0,mediana_rango,351.5,mediana_rango,32878.75387962244
Zap,Jardines Universidad,Ven,Dep,13,3090000.0,4990000.0,6267412.538461538,15600000.0,3200386.4936777344,2743680.0,0.3834843919671532,47.0,78.0,121.6923076923077,432.0,99.54850739937685,64.0,0.4216859950365851,36111.11111111111,57295.08196721312,59340.60390059608,82978.72340425532,14296.670074303122,24512.867647058825,0.13746375165324765,12510000.0,385.0,1.0,2.076923076923077,3.0,1.0,1.4166666666666667,2.0,2340.0,Medio,mediana_IQR,6267412.538461538,mediana_IQR,121.6923076923077,mediana_IQR,59340.60390059608
Zap,Jardines Vallarta,Ven,Cas,13,4450000.0,10379000.0,12138384.615384616,39400000.0,8205580.123291913,3970000.0,0.20600153022325637,93.0,312.0,345.84615384615387,740.0,149.49239556365717,125.0,0.21752499617058713,24082.56880733945,31045.918367346934,34865.10764216431,53243.24324324324,8840.902842396326,13200.0,0.41504339896774567,34950000.0,647.0,2.0,3.923076923076923,6.0,2.0,3.4615384615384617,6.0,1.0,Económico,mediana_IQR,12138384.615384616,mediana_IQR,345.84615384615387,mediana_IQR,34865.10764216431
Zap,Jardines Vallarta,Ven,Dep,7,3700000.0,7300000.0,9791428.57142857,21000000.0,5496597.463292122,6230000.0,0.419644091454837,75.0,173.0,206.0,355.0,102.69371937952194,173.5,0.2975066389338618,33802.81690140845,48206.89655172414,48752.32502891549,79847.90874524714,13906.972099030034,9629.00683131897,0.036310466690824404,17300000.0,280.0,1.0,2.4285714285714284,5.0,1.0,1.7142857142857142,3.0,3900.0,Económico,mediana_rango,9791428.57142857,mediana_rango,206.0,mediana_rango,48752.32502891549
Zap,Jardines Vallarta,Ven,Ofc,1,9500000.0,9500000.0,9500000.0,9500000.0,0.0,0.0,0.0,336.0,336.0,336.0,336.0,0.0,0.0,0.0,28273.809523809523,28273.809523809523,28273.809523809523,28273.809523809523,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de Chapalita,Ven,Cas,2,7190000.0,7770000.0,7770000.0,8350000.0,580000.0,580000.0,0.0,248.0,264.0,264.0,280.0,16.0,16.0,0.0,28991.93548387097,29406.682027649767,29406.682027649767,29821.42857142857,414.7465437787996,414.7465437788014,0.0,1160000.0,32.0,3.0,3.5,4.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de Guadalupe,Ven,Cas,14,6400000.0,11190000.0,11486428.57142857,15500000.0,3230605.001152166,6382500.0,0.0884186456442239,144.0,313.5,590.0,4024.0,959.6403344110602,197.25,0.2776478408830983,3851.888667992048,33929.33816997335,33712.69733766047,48437.5,10589.054031334837,11967.745206970136,-0.019714728904855913,9100000.0,3880.0,3.0,3.857142857142857,5.0,2.0,2.9285714285714284,6.0,,Premium,mediana_IQR,11486428.57142857,mediana_IQR,590.0,mediana_IQR,33712.69733766047
Zap,Jardines de Guadalupe,Ven,Dep,8,3600000.0,6063240.5,5882329.375,7810000.0,1562370.7629582467,2225834.5,-0.10831415040117517,62.0,131.0,123.125,172.0,31.36653272199527,36.25,-0.23484865366792543,35643.56435643564,48339.58082430082,48416.98077098511,60112.90322580645,7831.582326887237,12003.094760524145,0.009244749980245815,4210000.0,110.0,1.0,2.375,3.0,1.0,2.0,3.0,2600.0,Medio,mediana_rango,5882329.375,mediana_rango,123.125,mediana_rango,48416.98077098511
Zap,Jardines de Guadalupe,Ven,Local comercial,1,12186000.0,12186000.0,12186000.0,12186000.0,0.0,0.0,0.0,253.0,253.0,253.0,253.0,0.0,0.0,0.0,48166.007905138336,48166.007905138336,48166.007905138336,48166.007905138336,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,,,,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de La Esperanza,Ven,Cas,1,2100000.0,2100000.0,2100000.0,2100000.0,0.0,0.0,0.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,28767.12328767123,28767.12328767123,28767.12328767123,28767.12328767123,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de La Patria,Ven,Cas,7,4490000.0,7990000.0,7595714.285714285,9000000.0,1423585.5851923153,1355000.0,-0.25642128097944883,114.0,192.0,230.0,337.0,88.24802709247547,164.5,0.3986623265143523,22255.19287833828,36406.25,36722.12287904778,53986.48648648649,11385.845411254262,18059.69250048197,0.025684650531648395,4510000.0,223.0,3.0,3.4285714285714284,4.0,1.0,2.2857142857142856,3.0,2700.0,Premium,mediana_rango,7595714.285714285,mediana_rango,230.0,mediana_rango,36722.12287904778
Zap,Jardines de La Patria,Ven,Dep,12,3299000.0,5294340.0,5150345.916666667,8200000.0,1355938.0422196325,1069098.25,-0.10167414324785728,45.0,85.0,85.75,165.0,37.599035891894886,42.5,0.019098104878634958,44736.84210526316,62752.37187288709,65477.69629545632,118318.66666666669,17939.97216438717,11771.08722730945,0.14544612754627242,4901000.0,120.0,1.0,1.75,3.0,1.0,1.4,3.0,2972.75,Premium,mediana_IQR,5150345.916666667,mediana_IQR,85.75,mediana_IQR,65477.69629545632
Zap,Jardines de La Patria,Ven,Local comercial,1,10000000.0,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0,900.0,900.0,900.0,900.0,0.0,0.0,0.0,11111.111111111111,11111.111111111111,11111.111111111111,11111.111111111111,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,,,,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de Las Fuentes,Ven,Cas,1,2350000.0,2350000.0,2350000.0,2350000.0,0.0,0.0,0.0,113.0,113.0,113.0,113.0,0.0,0.0,0.0,20796.46017699115,20796.46017699115,20796.46017699115,20796.46017699115,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,,,,600.0,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de Los Belenes,Ven,Cas,1,11000000.0,11000000.0,11000000.0,11000000.0,0.0,0.0,0.0,240.0,240.0,240.0,240.0,0.0,0.0,0.0,45833.333333333336,45833.333333333336,45833.333333333336,45833.333333333336,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de Nuevo México,Ven,Cas,9,2150000.0,3199000.0,3535666.6666666665,6000000.0,1127590.4496856215,1210000.0,0.2814961561807516,80.0,151.0,167.77777777777777,386.0,82.34450366570083,28.0,0.1920983172183622,15544.041450777202,21516.556291390727,22271.26312917385,26875.0,3416.273596105816,3961.8437118437105,0.20828086814142296,3850000.0,306.0,2.0,3.4444444444444446,7.0,1.0,1.8888888888888888,2.0,750.0,Económico,mediana_rango,3535666.6666666665,mediana_rango,167.77777777777777,mediana_rango,22271.26312917385
Zap,Jardines de San Gonzalo,Ven,Cas,1,2180000.0,2180000.0,2180000.0,2180000.0,0.0,0.0,0.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,15571.42857142857,15571.42857142857,15571.42857142857,15571.42857142857,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines de San Ignacio,Ven,Cas,7,8400000.0,12500000.0,12151428.57142857,14970000.0,1897083.6909878924,1405000.0,-0.17011080550158014,280.0,377.0,410.42857142857144,580.0,104.94196646971416,139.0,0.29491388789548323,23985.239852398525,31325.30120481928,30515.82941896932,38892.857142857145,4695.632620451817,6078.789502345106,-0.1596004862634288,6570000.0,300.0,3.0,3.2857142857142856,5.0,2.0,3.4285714285714284,6.0,,Premium,mediana_rango,12151428.57142857,mediana_rango,410.4285714285714,mediana_rango,30515.82941896932
Zap,Jardines de San Ignacio,Ven,Dep,5,3250000.0,3690750.0,4278150.0,6500000.0,1219327.5564834906,1350000.0,0.43088219338579664,50.0,91.0,86.2,118.0,21.885154785835994,10.0,-0.19617181411952872,35714.28571428572,51098.9010989011,51290.73466332788,73815.0,13234.061983565296,14344.00502197112,0.012965116559285549,3250000.0,68.0,1.0,2.0,3.0,1.0,1.2,2.0,2500.0,Medio,mediana_rango,4278150.0,mediana_rango,86.2,mediana_rango,51290.73466332788
Zap,Jardines de Santa Ana,Ven,Cas,2,2400000.0,3699999.5,3699999.5,4999999.0,1299999.5,1299999.5,0.0,190.0,200.0,200.0,210.0,10.0,10.0,0.0,11428.57142857143,18872.177819548873,18872.177819548873,26315.784210526315,7443.606390977443,7443.606390977442,0.0,2599999.0,20.0,2.0,4.0,6.0,2.0,3.0,4.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines del Auditorio,Ven,Cas,2,2200000.0,8725000.0,8725000.0,15250000.0,6525000.0,6525000.0,0.0,126.0,170.5,170.5,215.0,44.5,44.5,0.0,17460.31746031746,44195.2750092285,44195.2750092285,70930.23255813954,26734.957548911043,26734.95754891104,0.0,13050000.0,89.0,3.0,3.5,4.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines del Porvenir,Ven,Dep,1,2700000.0,2700000.0,2700000.0,2700000.0,0.0,0.0,0.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,29032.25806451613,29032.25806451613,29032.25806451613,29032.25806451613,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines del Sol,Ven,Cas,13,5950000.0,9000000.0,10150384.615384616,17500000.0,3668730.8964453284,5400000.0,0.30126324850775354,165.0,300.0,337.84615384615387,565.0,132.46819424000276,160.0,0.2744916141749848,24927.11370262391,30088.49557522124,30975.17606639146,41333.333333333336,4947.5312644299065,8769.607843137259,0.17218588723652015,11550000.0,400.0,3.0,4.538461538461538,8.0,1.0,4.0,6.0,,Premium,mediana_IQR,10150384.615384616,mediana_IQR,337.84615384615387,mediana_IQR,30975.17606639146
Zap,Jardines del Sol,Ven,Dep,4,3350000.0,4850000.0,4825000.0,6250000.0,1123888.3396494512,1700000.0,-0.01926404459482509,66.0,132.5,121.5,155.0,33.55964838909967,30.5,-0.2838611218726944,33070.86614173228,40088.8265544647,41001.523752059366,50757.57575757576,6321.613622434712,4772.3085400057535,0.1250343672183044,2900000.0,89.0,2.0,2.5,3.0,1.0,1.75,3.0,600.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines del Valle,Ven,Cas,18,1180000.0,3330000.0,7729166.666666667,39500000.0,11444064.964717155,2715000.0,0.37357543393052944,46.0,130.0,255.33333333333334,1399.0,354.12552702239486,96.0,0.34395178249842073,16489.36170212766,28223.186855322394,28742.75004071016,43307.086614173226,6793.057189637908,8043.85028321877,0.07432951653808847,38320000.0,1353.0,2.0,3.1666666666666665,5.0,1.0,1.9411764705882353,5.0,800.0,Económico,mediana_IQR,7729166.666666667,mediana_IQR,255.33333333333331,mediana_IQR,28742.75004071016
Zap,Jardines del Valle,Ven,Terreno / Lote,1,4450000.0,4450000.0,4450000.0,4450000.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,22250.0,22250.0,22250.0,22250.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardines del Vergel,Ven,Cas,6,2200000.0,3702450.0,3775650.0,5600000.0,1313527.5961445703,2360475.0,0.05087228636213259,77.0,149.5,146.83333333333334,200.0,43.60205142982253,62.5,-0.05583045746523656,18750.0,28240.63231850117,25812.319377200805,30270.27027027027,4622.921364797893,7195.434143412855,-0.47950984153278775,3400000.0,123.0,2.0,3.0,4.0,2.0,2.1666666666666665,3.0,800.0,Premium,mediana_rango,3775650.0,mediana_rango,146.83333333333334,mediana_rango,25812.319377200805
Zap,Jardines del Vigía,Ven,Dep,4,3289000.0,4014500.0,4112750.0,5133000.0,659348.3051468321,475250.0,0.1290471140331099,60.0,85.5,84.25,106.0,16.315253599009733,12.25,-0.06635089967211982,46790.6976744186,47771.087680355166,49287.384925448896,54816.66666666666,3250.334127667273,2986.6531803594626,0.4040052137290924,1844000.0,46.0,1.0,1.75,2.0,1.0,1.5,2.0,,Económico,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jardín Real,Ven,Cas,31,4160000.0,9700000.0,10617408.903225806,16781500.0,3194057.942429978,5143831.5,0.28255301166639374,150.0,258.0,279.2903225806452,510.0,73.87224960149965,80.5,0.2835180397719782,27733.33333333333,37222.22222222222,38010.37508240606,50000.0,6147.89952935925,8325.6935418219,0.1261140506087706,12621500.0,360.0,3.0,3.806451612903226,6.0,2.0,2.806451612903226,6.0,1869.0,Económico,media_desv,10617408.903225806,mediana_IQR,279.2903225806452,media_desv,38010.37508240606
Zap,Jardín Real,Ven,Dep,31,3200000.0,4584317.0,5295735.419354838,11200000.0,2235123.036256275,2150995.5,0.31311469563234573,55.0,76.0,94.3225806451613,235.0,41.30639808035226,47.5,0.4363641829167861,41239.6694214876,56827.80303030303,56707.40420130764,66545.51351351352,6605.615031888881,8931.594755156846,-0.017930350680167108,8000000.0,180.0,1.0,1.6774193548387097,3.0,1.0,1.5,3.0,2092.875,Premium,mediana_IQR,5295735.419354838,mediana_IQR,94.3225806451613,media_desv,56707.40420130764
Zap,Jardín Real,Ven,Terreno / Lote,1,12490000.0,12490000.0,12490000.0,12490000.0,0.0,0.0,0.0,260.0,260.0,260.0,260.0,0.0,0.0,0.0,48038.46153846154,48038.46153846154,48038.46153846154,48038.46153846154,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,,Medio,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jocotán,Ven,Cas,2,8590000.0,14295707.5,14295707.5,20001415.0,5705707.5,5705707.5,0.0,210.0,255.0,255.0,300.0,45.0,45.0,0.0,40904.76190476191,53788.07261904762,53788.07261904762,66671.38333333333,12883.310714285712,12883.310714285719,0.0,11411415.0,90.0,3.0,4.0,5.0,2.0,3.0,4.0,1850.0,Premium,no_estadistica,,no_estadistica,,no_estadistica,
Zap,Jocotán,Ven,Dep,15,2591000.0,3250000.0,3849890.8,7250000.0,1408655.796837264,1646203.5,0.4114202872881214,42.0,63.0,67.6,115.0,23.84896922999678,38.5,0.1863402212115368,38690.47619047619,55168.26229508197,58785.21988408903,97972.97297297296,14574.285231510099,13600.05988455988,0.23975879097871383,4659000.0,73.0,1.0,1.3333333333333333,2.0,1.0,1.4615384615384615,2.0,1834.5,Medio,mediana_IQR,3849890.8,mediana_IQR,67.6,mediana_IQR,58785.21988408903
Zap,Juan Manuel Vallarta,Ven,Cas,5,8850000.0,11100000.0,11348000.0,12900000.0,1499805.32069999,1910000.0,0.14789782400855334,250.0,330.0,333.2,436.0,76.00631552706656,150.0,0.03765696299469739,25206.422018348625,33636.36363636364,35618.557130942456,51600.0,8707.963128007827,3150.0,0.20359844584916825,4050000.0,186.0,4.0,5.0,6.0,2.0,3.2,6.0,,Premium,mediana_rango,11348000.0,mediana_rango,333.2,mediana_rango,35618.557130942456
Zap,Juan Manuel Vallarta,Ven,Dep,31,3150000.0,5723000.0,5893624.419354838,11400000.0,1609317.6909353246,1446625.5,0.10429876871934123,60.0,110.0,110.61290322580645,186.0,27.409296067686938,24.5,0.02199752426943791,36666.66666666666,54275.362318840576,53774.059535622386,75618.60273972603,8995.849851400379,11293.797519007596,-0.054819831736132744,8250000.0,126.0,1.0,2.064516129032258,3.0,1.0,1.8709677419354838,2.0,3331.4444444444443,Medio,mediana_IQR,5893624.419354838,mediana_IQR,110.61290322580643,media_desv,53774.05953562239
Zap,La Calma,Ven,Cas,14,430000.0,6645000.0,6210000.0,10150000.0,2540301.5850203973,2993750.0,-0.1650105212088378,103.0,213.0,211.57142857142858,364.0,76.2970831549882,120.5,-0.018042706442464952,2263.157894736842,30062.896751306944,30230.350330318844,43750.0,9396.475200146002,9383.159004789588,0.017172642175122377,9720000.0,261.0,3.0,3.642857142857143,5.0,1.0,1.9285714285714286,3.0,,Medio,mediana_IQR,6210000.0,mediana_IQR,211.57142857142856,mediana_IQR,30230.350330318844
Zap,La Calma,Ven,Dep,22,2549000.0,3625000.0,4025095.6818181816,8810210.0,1348657.2475078648,1530881.0,0.28984150793819113,57.0,82.0,87.4090909090909,158.0,22.331508703885987,14.25,0.2366489177931864,33986.666666666664,42668.13008130081,46414.53317617195,69841.28070175438,10756.502634722936,17729.129909120413,0.3402841514701849,6261210.0,101.0,1.0,2.272727272727273,3.0,1.0,1.7272727272727273,2.0,1679.0833333333333,Económico,mediana_IQR,4025095.6818181816,mediana_IQR,87.4090909090909,mediana_IQR,46414.53317617195
