id,PaginaWeb,Ciudad,Fecha_Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,Colonia,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2
Sep25_b31ba796,Inm24,Gdl,01/04/2025,Dep,60.0,1.0,1.0,Ven,4034918.0,,Arcos Vallarta,-103.377941,20.675685,12.0,1.0,0,67248.63333333333
Sep25_a7f28026,Inm24,Gdl,01/04/2025,Dep,105.0,2.0,1.0,Ven,4350000.0,,Jardines del Bosque,-103.378538,20.66447,37.0,2.0,0,41428.57142857143
Sep25_9168f872,Inm24,Zap,01/04/2025,Dep,72.0,2.0,1.0,Ven,2750000.0,,Las Arboledas,-103.421594,20.633156,129.0,1.0,10,38194.444444444445
Sep25_4c10ee8f,Inm24,Gdl,01/04/2025,Dep,157.0,3.0,2.0,Ven,9904230.0,,Obrera,-103.376125,20.670866,,3.0,5,63084.267515923566
Sep25_dd071d95,Inm24,Gdl,01/04/2025,Dep,52.0,1.0,,Ven,2000951.0,,El Retiro,-103.340965,20.681929,,1.0,0,38479.82692307692
Sep25_2f8fcfd1,Inm24,Gdl,01/04/2025,Dep,81.0,2.0,1.0,Ven,4406142.0,,Jardines del Bosque,-103.390454,20.669395,253.0,2.0,0,54396.81481481482
Sep25_5d745577,Inm24,Gdl,01/04/2025,Dep,57.0,2.0,1.0,Ven,2670000.0,1200.0,Artesanos (Sagrada Familia y/o Jesús),-103.35365,20.692124,86.0,1.0,0,46842.10526315789
Sep25_890cbe3b,Inm24,Gdl,01/04/2025,Dep,75.0,1.0,1.0,Ven,3100000.0,900.0,Moderna,-103.363354,20.663837,,1.0,0,41333.333333333336
Sep25_ac200d69,Inm24,Gdl,01/04/2025,Dep,66.0,2.0,,Ven,1862000.0,,San Juan Bosco,-103.321702,20.679044,168.0,1.0,0,28212.121212121212
Sep25_21193597,Inm24,Gdl,01/04/2025,Dep,43.0,1.0,1.0,Ven,2400000.0,,Moderna,-103.376205,20.666386,,1.0,0,55813.95348837209
Sep25_a9e2c485,Inm24,Gdl,01/04/2025,Dep,101.0,2.0,2.0,Ven,4900000.0,,Chapalita,-103.399823,20.66862,135.0,2.0,0,48514.851485148516
Sep25_f4949a5b,Inm24,Gdl,01/04/2025,Dep,57.0,1.0,1.0,Ven,4646000.0,,Country Club,-103.369627,20.703209,,1.0,0,81508.77192982456
Sep25_7b166d8a,Inm24,Gdl,01/04/2025,Dep,120.0,2.0,2.0,Ven,7800000.0,3000.0,Colomos Providencia,-103.380221,20.707586,192.0,3.0,0,65000.0
Sep25_5d779e72,Inm24,Gdl,01/04/2025,Dep,87.0,2.0,2.0,Ven,4199000.0,2120.0,Arcos Vallarta,-103.378043,20.670934,13.0,2.0,0,48264.36781609195
Sep25_d817aa9d,Inm24,Gdl,01/04/2025,Dep,55.0,1.0,,Ven,2061509.0,,San Juan de Dios,-103.331239,20.677221,37.0,1.0,0,37481.98181818182
Sep25_ae7c7952,Inm24,Gdl,01/04/2025,Dep,79.0,2.0,1.0,Ven,5395000.0,,Arcos Vallarta,-103.382224,20.675871,11.0,2.0,0,68291.13924050632
Sep25_56f4ae22,Inm24,Gdl,01/04/2025,Dep,175.0,3.0,2.0,Ven,7830000.0,,Providencia 2a Sección,-103.380471,20.695077,32.0,2.5,16,44742.857142857145
Sep25_17996993,Inm24,Gdl,01/04/2025,Dep,300.0,3.0,2.0,Ven,15850000.0,,Country Club,-103.373576,20.698012,,4.5,0,52833.333333333336
Sep25_e5587afc,Inm24,Gdl,01/04/2025,Dep,80.0,1.0,1.0,Ven,3938128.0,,Providencia 4a Sección,-103.388717,20.694882,,1.5,0,49226.6
Sep25_4c3884f7,Inm24,Gdl,01/04/2025,Dep,120.0,1.0,,Ven,5333759.0,,Arcos Vallarta,-103.377815,20.675265,67.0,1.5,0,44447.99166666667
Sep25_9e4c807a,Inm24,Gdl,01/04/2025,Dep,210.0,4.0,2.0,Ven,10457000.0,5500.0,Prados Providencia,-103.385761,20.687654,24.0,4.5,8,49795.23809523809
Sep25_36e8e629,Inm24,Gdl,01/04/2025,Dep,131.0,2.0,2.0,Ven,9233000.0,,Country Club,-103.367331,20.703382,135.0,2.0,0,70480.91603053435
Sep25_fe4a5f69,Inm24,Gdl,01/04/2025,Dep,66.0,2.0,2.0,Ven,2950000.0,1400.0,Margarita Maza de Juárez,-103.304334,20.712351,,2.0,1,44696.969696969696
Sep25_afcb23d4,Inm24,Gdl,01/04/2025,Dep,169.0,2.0,2.0,Ven,8680000.0,2800.0,Ladrón de Guevara,-103.370845,20.676483,,2.0,3,51360.94674556213
Sep25_bc774913,Inm24,Gdl,01/04/2025,Dep,173.0,3.0,2.0,Ven,11900000.0,,Providencia,-103.378201,20.701595,187.0,3.5,0,68786.12716763005
Sep25_748a7474,Inm24,Gdl,01/04/2025,Dep,102.0,2.0,1.0,Ven,4600000.0,,Moderna,-103.362742,20.666297,305.0,2.5,2,45098.03921568627
Sep25_c6f9a159,Inm24,Gdl,01/04/2025,Dep,78.0,2.0,1.0,Ven,4734311.0,,Ladrón de Guevara,-103.377306,20.679259,32.0,2.0,0,60696.294871794875
Sep25_fa3c6b21,Inm24,Gdl,01/04/2025,Dep,96.0,1.0,1.0,Ven,5950000.0,,Circunvalación Vallarta,-103.383918,20.68134,219.0,1.5,3,61979.166666666664
Sep25_a5119554,Inm24,Gdl,01/04/2025,Dep,90.0,2.0,,Ven,4027484.0,,Jardines del Country,-103.359878,20.706216,12.0,1.0,0,44749.822222222225
Sep25_ce5f9a8e,Inm24,Gdl,01/04/2025,Dep,40.0,1.0,,Ven,1822957.0,,El Retiro,-103.342424,20.681252,51.0,1.0,0,45573.925
Sep25_a55b1733,Inm24,Gdl,01/04/2025,Dep,71.0,2.0,1.0,Ven,5000000.0,1.0,Colomos Providencia,-103.382748,20.706509,,2.0,,70422.5352112676
Sep25_f9bc28c7,Inm24,Gdl,01/04/2025,Dep,43.0,2.0,1.0,Ven,2634964.0,,Moderna,-103.376125,20.666495,,1.0,0,61278.232558139534
Sep25_62f36f36,Inm24,Gdl,01/04/2025,Dep,38.0,1.0,1.0,Ven,2792689.0,,Arcos Vallarta,-103.380796,20.672437,303.0,1.0,0,73491.81578947368
Sep25_99ab6fd3,Inm24,Gdl,01/04/2025,Dep,114.0,2.0,2.0,Ven,6500000.0,3590.0,Americana,-103.376333,20.671385,310.0,2.0,3,57017.54385964912
Sep25_98b28e2b,Inm24,Gdl,01/04/2025,Dep,262.0,3.0,2.0,Ven,11000000.0,,Colomos Providencia,-103.383279,20.708155,111.0,3.0,0,41984.73282442748
Sep25_ba4ace90,Inm24,Gdl,01/04/2025,Dep,93.0,2.0,2.0,Ven,5643000.0,,Ladrón de Guevara,-103.370772,20.67672,47.0,2.0,,60677.41935483871
Sep25_886b75f0,Inm24,Gdl,01/04/2025,Dep,307.0,3.0,3.0,Ven,23990000.0,,Country Club,-103.36897,20.704438,20.0,3.5,0,78143.32247557004
Sep25_5d27c9ff,Inm24,Gdl,01/04/2025,Dep,59.0,1.0,1.0,Ven,3870000.0,,Circunvalación Vallarta,-103.383848,20.682632,0.0,1.0,0,65593.22033898305
Sep25_f41a5366,Inm24,Gdl,01/04/2025,Dep,187.0,3.0,3.0,Ven,10149812.0,,Providencia,-103.379676,20.703617,86.0,3.5,0,54277.06951871658
Sep25_5923f9b3,Inm24,Gdl,01/04/2025,Dep,125.0,2.0,2.0,Ven,8500000.0,1000.0,Country Club,-103.3736,20.699755,199.0,2.0,0,68000.0
Sep25_01f90965,Inm24,Gdl,01/04/2025,Dep,79.0,2.0,1.0,Ven,4747600.0,3312.0,Arcos Vallarta,-103.382155,20.675873,,2.0,0,60096.20253164557
Sep25_a4d8b4fa,Inm24,Gdl,01/04/2025,Dep,64.0,2.0,2.0,Ven,3675000.0,1500.0,Ladrón de Guevara,-103.370742,20.682761,2.0,2.0,2021,57421.875
Sep25_ab66d70a,Inm24,Gdl,01/04/2025,Dep,79.0,2.0,1.0,Ven,4747600.0,3313.0,Arcos Vallarta,-103.382224,20.675871,39.0,2.0,0,60096.20253164557
Sep25_e358207a,Inm24,Gdl,01/04/2025,Dep,112.0,2.0,2.0,Ven,7416420.0,3372.0,Providencia,-103.378201,20.701595,57.0,1.5,0,66218.03571428571
Sep25_02279bed,Inm24,Gdl,01/04/2025,Dep,265.0,4.0,2.0,Ven,9280000.0,,Providencia 2a Sección,-103.382162,20.692739,44.0,4.5,20,35018.8679245283
Sep25_270ece37,Inm24,Gdl,01/04/2025,Dep,66.0,2.0,1.0,Ven,3400000.0,,Moderna,-103.376185,20.666362,,2.0,0,51515.15151515151
Sep25_7436d220,Inm24,Gdl,01/04/2025,Dep,174.0,1.0,2.0,Ven,11900000.0,4563.0,Country Club,-103.367316,20.703332,226.0,2.0,3,68390.80459770115
Sep25_e5587afc,Inm24,Gdl,01/04/2025,Dep,80.0,1.0,1.0,Ven,3938128.0,,Providencia 4a Sección,-103.388717,20.694882,,1.5,0,49226.6
Sep25_f9e1e437,Inm24,Gdl,01/04/2025,Dep,74.0,1.0,,Ven,5500370.0,2324.0,Providencia,-103.378201,20.701595,137.0,1.0,0,74329.32432432432
Sep25_01f3c5d8,Inm24,Gdl,01/04/2025,Dep,44.0,1.0,,Ven,3348530.0,1.0,Ladrón de Guevara,-103.373541,20.676762,,1.0,0,76102.95454545454
Sep25_5d779e72,Inm24,Gdl,01/04/2025,Dep,87.0,2.0,2.0,Ven,4199000.0,2120.0,Arcos Vallarta,-103.378043,20.670934,13.0,2.0,0,48264.36781609195
Sep25_6aa5edea,Inm24,Gdl,01/04/2025,Dep,60.0,1.0,1.0,Ven,2850000.0,1800.0,Arcos,-103.379251,20.66787,31.0,1.0,1,47500.0
Sep25_7144578f,Inm24,Gdl,01/04/2025,Dep,84.0,3.0,1.0,Ven,3700000.0,,Nueva España,-103.395454,20.61342,47.0,2.0,7,44047.619047619046
Sep25_b77b10c1,Inm24,Gdl,01/04/2025,Dep,105.0,3.0,2.0,Ven,6200000.0,1500.0,Chapalita,-103.3952,20.667003,24.0,2.0,4,59047.619047619046
Sep25_984da8ef,Inm24,Gdl,01/04/2025,Dep,198.0,3.0,2.0,Ven,9990000.0,,Colinas de San Javier,-103.398273,20.695189,311.0,2.5,15,50454.545454545456
Sep25_1cd9dc15,Inm24,Gdl,01/04/2025,Dep,155.0,3.0,3.0,Ven,8880000.0,3500.0,Colomos,-103.388323,20.698858,,2.5,0,57290.32258064516
Sep25_7707e300,Inm24,Gdl,01/04/2025,Dep,73.0,2.0,1.0,Ven,3682500.0,,Moderna,-103.361227,20.661961,94.0,1.0,0,50445.20547945205
Sep25_097ad215,Inm24,Gdl,01/04/2025,Dep,124.0,3.0,2.0,Ven,4950000.0,500.0,Providencia 4a Sección,-103.389682,20.695528,243.0,2.0,30,39919.354838709674
Sep25_e548c2cc,Inm24,Gdl,01/04/2025,Dep,60.0,2.0,1.0,Ven,3800000.0,3000.0,Lomas del Country,-103.368884,20.697502,17.0,2.0,0,63333.333333333336
Sep25_ce8ef843,Inm24,Zap,01/04/2025,Dep,51.0,2.0,,Ven,945000.0,,Desconocida,-103.259107,20.647437,154.0,1.0,1,18529.41176470588
Sep25_4318bdb8,Inm24,Gdl,01/04/2025,Dep,77.0,1.0,,Ven,3086400.0,2000.0,Zona Centro,-103.346027,20.679362,74.0,1.0,1,40083.11688311688
Sep25_1a23071e,Inm24,Gdl,01/04/2025,Dep,129.0,2.0,2.0,Ven,4995000.0,,Villaseñor (Santa Teresita),-103.366126,20.67999,,3.0,4,38720.93023255814
Sep25_7cf1d1d2,Inm24,Gdl,01/04/2025,Dep,108.0,3.0,1.0,Ven,3470000.0,1575.0,Sutaj,-103.313782,20.650889,16.0,2.5,0,32129.62962962963
Sep25_3a2c491d,Inm24,Gdl,01/04/2025,Dep,211.0,3.0,4.0,Ven,12300000.0,11000.0,Colomos Providencia,-103.38005,20.705141,28.0,3.5,17,58293.83886255924
Sep25_662052c5,Inm24,Gdl,01/04/2025,Dep,90.0,2.0,2.0,Ven,6059473.0,,Ladrón de Guevara,-103.381876,20.679238,51.0,2.5,0,67327.47777777778
Sep25_ed267e8e,Inm24,Gdl,01/04/2025,Dep,70.0,1.0,1.0,Ven,3440000.0,,Artesanos (Sagrada Familia y/o Jesús),-103.356622,20.688771,37.0,1.0,0,49142.857142857145
Sep25_0a0938f8,Inm24,Zap,01/04/2025,Dep,53.0,1.0,1.0,Ven,1950000.0,,Loma Bonita Ejidal,-103.40183,20.630791,38.0,1.0,0,36792.45283018868
Sep25_1609b83d,Inm24,Gdl,01/04/2025,Dep,100.0,2.0,2.0,Ven,6090842.0,3600.0,Chapalita,-103.399823,20.66862,89.0,2.0,0,60908.42
Sep25_2100a9db,Inm24,Gdl,01/04/2025,Dep,116.0,3.0,2.0,Ven,6800000.0,,Arcos Vallarta,-103.38427,20.67754,,2.0,0,58620.68965517241
Sep25_3cfb70c1,Inm24,Gdl,01/04/2025,Dep,99.0,2.0,2.0,Ven,5390000.0,,Ladrón de Guevara,-103.371563,20.677857,26.0,2.0,6,54444.444444444445
Sep25_9f7a4751,Inm24,Gdl,01/04/2025,Dep,179.0,3.0,2.0,Ven,7700000.0,,Ladrón de Guevara,-103.377114,20.676562,,3.0,0,43016.75977653631
Sep25_ae0784fd,Inm24,Gdl,01/04/2025,Dep,60.0,2.0,,Ven,998000.0,,San Rafael,-103.294268,20.652649,,1.5,20,16633.333333333332
Sep25_d6b88155,Inm24,Gdl,01/04/2025,Dep,67.0,2.0,2.0,Ven,3100000.0,,Mezquitán,-103.354972,20.696861,175.0,1.0,0,46268.65671641791
Sep25_77e9e4ba,Inm24,Gdl,01/04/2025,Dep,152.0,3.0,1.0,Ven,9689240.0,,Country Club,-103.366998,20.701747,,3.0,0,63745.0
Sep25_14a69a96,Inm24,Gdl,01/04/2025,Dep,98.0,2.0,1.0,Ven,4760000.0,2400.0,Ladrón de Guevara,-103.371004,20.678924,212.0,2.0,2,48571.42857142857
Sep25_d7468ad7,Inm24,Gdl,01/04/2025,Dep,73.0,2.0,2.0,Ven,4090000.0,1900.0,Zona Centro,-103.365364,20.676757,241.0,2.0,5,56027.397260273974
Sep25_d440bdee,Inm24,Gdl,01/04/2025,Dep,66.0,1.0,1.0,Ven,4350000.0,3101.0,Arcos Vallarta,-103.382319,20.674273,,1.5,0,65909.09090909091
Sep25_fe4c2602,Inm24,Gdl,01/04/2025,Dep,119.0,3.0,2.0,Ven,5500000.0,,Americana,-103.366601,20.673986,,2.0,3,46218.487394957985
Sep25_db465fef,Inm24,Gdl,01/04/2025,Dep,69.0,2.0,1.0,Ven,2350000.0,1200.0,Lomas de Independencia,-103.329567,20.717059,206.0,2.0,5,34057.97101449275
Sep25_0f53a1a0,Inm24,Gdl,01/04/2025,Dep,54.0,1.0,1.0,Ven,2590000.0,,Las Conchas,-103.34298,20.663218,215.0,1.0,0,47962.96296296296
Sep25_3f563860,Inm24,Gdl,01/04/2025,Dep,123.0,2.0,2.0,Ven,5450000.0,,Arcos Vallarta,-103.382846,20.677405,108.0,2.5,4,44308.9430894309
Sep25_a132e6a0,Inm24,Gdl,01/04/2025,Dep,51.0,1.0,,Ven,2285336.0,,El Retiro,-103.34192,20.681855,98.0,1.0,0,44810.509803921566
Sep25_10fe632e,Inm24,Gdl,01/04/2025,Dep,38.0,1.0,1.0,Ven,1990000.0,1500.0,Huentitán El Bajo,-103.312461,20.738656,35.0,1.0,0,52368.42105263158
Sep25_05faa701,Inm24,Gdl,01/04/2025,Dep,69.0,1.0,2.0,Ven,3875000.0,,Jardines del Bosque,-103.388841,20.666806,282.0,2.0,0,56159.42028985507
Sep25_db4e8320,Inm24,Gdl,01/04/2025,Dep,91.0,2.0,1.0,Ven,3999000.0,2100.0,Artesanos (Sagrada Familia y/o Jesús),-103.353712,20.692123,137.0,2.0,1,43945.054945054944
Sep25_f91554b8,Inm24,Gdl,01/04/2025,Dep,125.0,2.0,2.0,Ven,8300000.0,,Colomos Providencia,-103.380909,20.708821,,2.5,0,66400.0
Sep25_0c806fc1,Inm24,Gdl,01/04/2025,Dep,130.0,2.0,2.0,Ven,7799000.0,,Colomos Providencia,-103.382241,20.706681,,3.0,1,59992.307692307695
Sep25_7b1465b3,Inm24,Gdl,01/04/2025,Dep,56.0,2.0,1.0,Ven,1910000.0,,El Rosario,-103.340029,20.648505,331.0,1.0,0,34107.142857142855
Sep25_989e0c30,Inm24,Gdl,01/04/2025,Dep,168.0,3.0,2.0,Ven,7990000.0,,Vallarta Norte,-103.391699,20.674578,48.0,4.5,10,47559.52380952381
Sep25_a5119554,Inm24,Gdl,01/04/2025,Dep,90.0,2.0,,Ven,4027484.0,,Jardines del Country,-103.359878,20.706216,12.0,1.0,0,44749.822222222225
Sep25_932f7e05,Inm24,Gdl,01/04/2025,Dep,149.0,2.0,2.0,Ven,5995000.0,,Obrera,-103.375641,20.670511,104.0,2.0,1,40234.89932885906
Sep25_4c3884f7,Inm24,Gdl,01/04/2025,Dep,120.0,1.0,,Ven,5333759.0,,Arcos Vallarta,-103.377815,20.675265,67.0,1.5,0,44447.99166666667
Sep25_9837ebe3,Inm24,Gdl,01/04/2025,Dep,72.0,1.0,1.0,Ven,5100000.0,2160.0,Colomos Providencia,-103.380383,20.707403,,2.0,2,70833.33333333333
Sep25_fd87544d,Inm24,Gdl,01/04/2025,Dep,55.0,1.0,1.0,Ven,3654231.0,,Ladrón de Guevara,-103.374103,20.686781,,1.0,0,66440.56363636363
Sep25_a2974eee,Inm24,Gdl,01/04/2025,Dep,69.0,2.0,2.0,Ven,5665591.0,,Americana,-103.376644,20.6724,91.0,2.0,0,82110.01449275362
Sep25_88043901,Inm24,Gdl,01/04/2025,Dep,53.0,2.0,2.0,Ven,5230788.0,,Americana,-103.369514,20.672594,,1.0,0,98694.11320754717
Sep25_cac2fd38,Inm24,Gdl,01/04/2025,Dep,41.0,1.0,,Ven,2975000.0,1437.0,Ladrón de Guevara,-103.367456,20.677166,276.0,1.0,0,72560.9756097561
Sep25_d4bc6d40,Inm24,Gdl,01/04/2025,Dep,48.0,1.0,,Ven,2400000.0,,Moderna,-103.361227,20.661961,93.0,1.0,0,50000.0
Sep25_dd4d3833,Inm24,Gdl,01/04/2025,Dep,74.0,2.0,1.0,Ven,2250000.0,200.0,Jardines del Bosque,-103.378168,20.663076,138.0,1.0,35,30405.405405405407
Sep25_a634533b,Inm24,Gdl,01/04/2025,Dep,96.0,2.0,2.0,Ven,4390000.0,,Ayuntamiento,-103.371732,20.693529,,2.0,0,45729.166666666664
Sep25_7273af7d,Inm24,Gdl,01/04/2025,Dep,45.0,2.0,1.0,Ven,1780000.0,1250.0,Lomas de Independencia,-103.329875,20.717237,,1.0,4,39555.555555555555
Sep25_56f4ae22,Inm24,Gdl,01/04/2025,Dep,175.0,3.0,2.0,Ven,7830000.0,,Providencia 2a Sección,-103.380471,20.695077,32.0,2.5,16,44742.857142857145
Sep25_5c936610,Inm24,Gdl,01/04/2025,Dep,119.0,2.0,2.0,Ven,8163000.0,5000.0,Colinas de San Javier,-103.403378,20.705398,332.0,2.0,0,68596.63865546219
Sep25_ed4a0ef2,Inm24,Gdl,01/04/2025,Dep,113.0,2.0,2.0,Ven,6723500.0,,Vallarta San Jorge,-103.393461,20.676993,261.0,2.5,1,59500.0
Sep25_356369f6,Inm24,Gdl,01/04/2025,Dep,117.0,3.0,2.0,Ven,6200000.0,,Americana,-103.366601,20.673986,304.0,3.5,1,52991.45299145299
Sep25_d85ed5a4,Inm24,Gdl,01/04/2025,Dep,53.0,1.0,1.0,Ven,3670000.0,,Americana,-103.369514,20.672594,85.0,1.0,0,69245.28301886792
Sep25_49cce406,Inm24,Gdl,01/04/2025,Dep,176.0,3.0,2.0,Ven,17500000.0,,Country Club,-103.36895,20.704422,172.0,5.0,0,99431.81818181818
Sep25_87f2226b,Inm24,Gdl,01/04/2025,Dep,83.0,1.0,,Ven,1980000.0,,Jardines de La Paz,-103.306154,20.648079,36.0,2.0,30,23855.421686746988
Sep25_1454879c,Inm24,Gdl,01/04/2025,Dep,110.0,2.0,2.0,Ven,7500000.0,3500.0,Circunvalación Américas,-103.377266,20.697672,0.0,2.0,0,68181.81818181818
Sep25_890cbe3b,Inm24,Gdl,01/04/2025,Dep,75.0,1.0,1.0,Ven,3100000.0,900.0,Moderna,-103.363354,20.663837,,1.0,0,41333.333333333336
Sep25_3ce26373,Inm24,Gdl,01/04/2025,Dep,71.0,2.0,1.0,Ven,4500000.0,,Lomas de Providencia,-103.384951,20.695117,87.0,1.0,0,63380.281690140844
Sep25_bcdca6d5,Inm24,Gdl,01/04/2025,Dep,117.0,2.0,2.0,Ven,4640000.0,,Moderna,-103.361227,20.661961,,2.0,0,39658.11965811966
Sep25_d817aa9d,Inm24,Gdl,01/04/2025,Dep,55.0,1.0,,Ven,2061509.0,,San Juan de Dios,-103.331239,20.677221,37.0,1.0,0,37481.98181818182
Sep25_8c947c6d,Inm24,Gdl,01/04/2025,Dep,103.0,2.0,2.0,Ven,5407500.0,,Ladrón de Guevara,-103.371725,20.676938,281.0,2.0,1,52500.0
Sep25_2605f668,Inm24,Gdl,01/04/2025,Dep,158.0,2.0,2.0,Ven,10500000.0,6700.0,Country Club,-103.368882,20.703583,16.0,3.5,9,66455.69620253165
Sep25_0897289d,Inm24,Gdl,01/04/2025,Dep,75.0,2.0,1.0,Ven,3509960.0,,Moderna,-103.361227,20.661961,22.0,2.0,0,46799.46666666667
Sep25_d542c4d7,Inm24,Gdl,01/04/2025,Dep,62.0,2.0,1.0,Ven,1250000.0,,Jardines del Sauz,-103.394689,20.624312,170.0,1.0,0,20161.290322580644
Sep25_8b39dd2c,Inm24,Gdl,01/04/2025,Dep,233.0,3.0,2.0,Ven,11499000.0,1.0,Country Club,-103.36551,20.703561,148.0,4.0,0,49351.9313304721
Sep25_3bc174b2,Inm24,Gdl,01/04/2025,Dep,85.0,2.0,2.0,Ven,3750000.0,1700.0,Margarita Maza de Juárez,-103.304334,20.712351,1.0,2.0,0,44117.64705882353
Sep25_6c8ffcd3,Inm24,Gdl,01/04/2025,Dep,50.0,1.0,1.0,Ven,5330118.0,,Juan Manuel,-103.391408,20.679767,310.0,1.0,0,106602.36
Sep25_543d7a0f,Inm24,Gdl,01/04/2025,Dep,155.0,3.0,2.0,Ven,8990000.0,,Jardines de Los Arcos,-103.393961,20.670807,57.0,3.5,0,58000.0
Sep25_469189d5,Inm24,Gdl,01/04/2025,Dep,49.0,1.0,,Ven,2601790.0,,Arcos Vallarta,-103.378809,20.670728,,1.0,0,53097.755102040814
Sep25_dd071d95,Inm24,Gdl,01/04/2025,Dep,52.0,1.0,,Ven,2000951.0,,El Retiro,-103.340965,20.681929,,1.0,0,38479.82692307692
Sep25_2ba1006e,Inm24,Gdl,01/04/2025,Dep,112.0,2.0,2.0,Ven,7416420.0,,Providencia,-103.378116,20.701761,43.0,2.5,0,66218.03571428571
Sep25_21193597,Inm24,Gdl,01/04/2025,Dep,43.0,1.0,1.0,Ven,2400000.0,,Moderna,-103.376205,20.666386,,1.0,0,55813.95348837209
Sep25_8cf8e5c7,Inm24,Gdl,01/04/2025,Dep,65.0,2.0,1.0,Ven,5390000.0,,Arcos Vallarta,-103.382804,20.670664,144.0,2.0,0,82923.07692307692
Sep25_a91e1ec3,Inm24,Gdl,01/04/2025,Dep,154.0,3.0,2.0,Ven,8750000.0,,Vallarta San Jorge,-103.400192,20.678008,31.0,3.0,4,56818.181818181816
Sep25_ebce9883,Inm24,Gdl,01/04/2025,Dep,737.0,4.0,4.0,Ven,49500000.0,22000.0,Providencia,-103.378224,20.701982,158.0,4.5,11,67164.17910447762
Sep25_878b1029,Inm24,Gdl,01/04/2025,Dep,81.0,1.0,,Ven,4616270.0,,Country Club,-103.366998,20.701747,262.0,2.0,0,56990.98765432099
Sep25_12976b84,Inm24,Gdl,01/04/2025,Dep,100.0,3.0,2.0,Ven,6691022.0,,Colomos Providencia,-103.383743,20.706651,51.0,3.0,0,66910.22
Sep25_8aa8c8a0,Inm24,Gdl,01/04/2025,Dep,47.0,1.0,,Ven,2668666.0,,Chapalita,-103.389831,20.656147,114.0,1.0,0,56780.12765957447
Sep25_89771256,Inm24,Gdl,01/04/2025,Dep,48.0,1.0,1.0,Ven,3415000.0,600.0,Prados Providencia,-103.38731,20.686429,193.0,1.5,0,71145.83333333333
Sep25_7b166d8a,Inm24,Gdl,01/04/2025,Dep,120.0,2.0,2.0,Ven,7800000.0,3000.0,Colomos Providencia,-103.380221,20.707586,192.0,3.0,0,65000.0
Sep25_2d202eac,Inm24,Gdl,01/04/2025,Dep,131.0,2.0,2.0,Ven,7585402.0,,Providencia 3a Sección,-103.380911,20.700155,129.0,2.0,,57903.8320610687
Sep25_7253fd65,Inm24,Gdl,01/04/2025,Dep,84.0,2.0,2.0,Ven,4957000.0,1800.0,Obrera,-103.373104,20.666879,,2.0,0,59011.90476190476
Sep25_a6a3a9c3,Inm24,Gdl,01/04/2025,Dep,63.0,2.0,1.0,Ven,4700000.0,2100.0,Arcos Vallarta,-103.384197,20.677547,175.0,2.0,0,74603.1746031746
Sep25_366f1635,Inm24,Gdl,01/04/2025,Dep,59.0,2.0,,Ven,3760000.0,2200.0,Americana,-103.367904,20.667766,52.0,2.0,0,63728.813559322036
Sep25_79972d14,Inm24,Gdl,01/04/2025,Dep,364.0,4.0,3.0,Ven,14900000.0,9666.0,Colomos,-103.387815,20.704398,,4.5,12,40934.06593406593
Sep25_770f2555,Inm24,Gdl,01/04/2025,Dep,102.0,2.0,2.0,Ven,7340000.0,,Colomos Providencia,-103.380433,20.707472,,3.0,1,71960.7843137255
Sep25_f74bca99,Inm24,Gdl,01/04/2025,Dep,43.0,1.0,1.0,Ven,2299000.0,,Moderna,-103.376136,20.666113,,1.0,1,53465.11627906977
Sep25_f26f7519,Inm24,Gdl,01/04/2025,Dep,157.0,3.0,2.0,Ven,9590000.0,,Obrera,-103.376125,20.670866,,3.0,5,61082.8025477707
Sep25_07c7792a,Inm24,Gdl,01/04/2025,Dep,51.0,1.0,1.0,Ven,2099000.0,1600.0,Sutaj,-103.313818,20.651053,192.0,1.0,0,41156.86274509804
Sep25_73ce85c4,Inm24,Gdl,01/04/2025,Dep,90.0,3.0,1.0,Ven,3750000.0,,Prados Providencia,-103.391291,20.689313,284.0,2.0,30,41666.666666666664
Sep25_f28048a9,Inm24,Gdl,01/04/2025,Dep,85.0,2.0,2.0,Ven,5950000.0,3500.0,Providencia 2a Sección,-103.380551,20.695957,60.0,2.0,0,70000.0
Sep25_9aee7271,Inm24,Gdl,01/04/2025,Dep,107.0,2.0,2.0,Ven,4980000.0,1450.0,Ladrón de Guevara,-103.37411,20.683487,67.0,2.0,11,46542.056074766355
Sep25_3fa07174,Inm24,Gdl,01/04/2025,Dep,94.0,2.0,2.0,Ven,5950000.0,1700.0,Colomos Providencia,-103.382454,20.709658,,2.0,3,63297.87234042553
Sep25_4a7ff182,Inm24,Gdl,01/04/2025,Dep,34.0,1.0,,Ven,2300000.0,,Ladrón de Guevara,-103.370208,20.676059,282.0,1.0,0,67647.05882352941
Sep25_748a7474,Inm24,Gdl,01/04/2025,Dep,102.0,2.0,1.0,Ven,4600000.0,,Moderna,-103.362742,20.666297,305.0,2.5,2,45098.03921568627
Sep25_640b0def,Inm24,Gdl,01/04/2025,Dep,85.0,2.0,2.0,Ven,5100000.0,,Americana,-103.361707,20.675565,6.0,1.0,12,60000.0
Sep25_49583bf0,Inm24,Gdl,01/04/2025,Dep,56.0,2.0,1.0,Ven,1850000.0,900.0,La Aurora,-103.338395,20.650474,56.0,1.0,1,33035.71428571428
